355	322
934	1484
596	622
1723	1465
1036	1401
1691	896
1064	870
795	1275
1100	1165
992	1712
608	9
1148	568
40	1363
766	1686
1285	121
1594	297
417	319
224	224
1063	624
905	442
785	313
35	1455
764	1434
117	790
406	1338
1206	1027
1064	1638
1433	428
806	1245
538	225
451	1267
100	1598
321	296
347	1687
1702	1021
1508	1431
970	402
717	476
1189	1190
383	1274
445	1236
1096	394
1373	327
725	951
730	226
1780	246
1799	1063
375	1407
1496	1081
389	1684
819	1527
826	253
1778	1280
511	1045
1509	1478
1628	220
1397	1521
218	1770
1724	1585
1653	317
647	694
407	679
1221	1343
920	944
1353	318
1408	1635
1475	1277
743	39
278	1071
619	1324
578	1141
1761	824
617	1099
424	1406
1679	727
270	1793
210	21
686	546
1433	1242
977	308
1105	971
617	224
971	1192
1357	986
1785	1531
102	663
807	1783
1201	922
718	1167
109	1529
1355	941
452	1560
1463	587
1622	1090
1071	1433
840	560
1492	387
68	832
1789	110
1274	194
56	384
284	1753
1624	705
512	245
1495	458
590	1113
725	144
1113	1494
785	1660
627	99
1684	34
688	567
1037	1556
1684	1173
494	1267
857	1395
1494	1050
145	1327
600	1382
954	1341
465	1294
679	1618
207	547
955	1726
1388	155
1144	1178
642	161
190	1646
961	593
1783	933
1163	1194
1438	672
80	380
1328	83
877	1035
1196	120
112	1248
948	286
446	1642
1445	1637
630	1326
610	489
1622	32
444	1569
867	1701
1567	499
1262	1583
1038	710
745	884
1159	843
226	1451
128	656
670	1211
120	10
1159	1482
955	1063
936	1255
1214	1054
1589	1094
24	67
1191	541
601	227
477	1343
1612	928
686	524
1312	1265
691	82
501	466
146	125
1153	1675
636	759
274	727
744	884
989	1435
953	268
454	57
130	781
1289	225
186	285
1684	571
483	1089
479	1675
1252	797
652	561
1254	1153
1169	1404
1003	364
1173	762
1330	1167
726	1406
400	544
1648	247
1360	754
18	665
1123	1109
1459	1203
467	488
874	1220
161	1719
1363	1754
190	378
1157	1425
783	781
48	476
937	533
1692	1370
1100	1038
1396	616
